"X","Y","C1hA","0kxZ","tvMX","OlYb","7rk5","F39L","VNSF","tkxI"
"38.0","8.0","-100","-101","-98","-97","-100","-83","-70","-80"
"38.0","8.0","-100","-101","-99","-97","-100","-83","-70","-80"
"38.0","8.0","-100","-101","-99","-97","-100","-86","-70","-80"
"38.0","8.0","-100","-99","-99","-97","-98","-86","-70","-98"
"38.0","8.0","-100","-99","-99","-97","-98","-86","-70","-80"
"38.0","8.0","-100","-99","-99","-97","-101","-86","-70","-80"
"38.0","8.0","-100","-99","-99","-97","-101","-86","-70","-81"
"38.0","8.0","-100","-99","-98","-97","-101","-86","-70","-81"
"38.0","8.0","-100","-99","-98","-97","-99","-86","-70","-81"
"38.0","8.0","-100","-102","-98","-97","-99","-78","-88","-81"
"38.0","8.0","-100","-102","-98","-97","-99","-78","-88","-81"
"38.0","8.0","-100","-102","-98","-97","-97","-78","-88","-81"
"38.0","8.0","-100","-100","-98","-97","-97","-78","-88","-81"
"38.0","8.0","-100","-100","-98","-97","-97","-78","-88","-81"
"38.0","8.0","-100","-100","-98","-97","-97","-78","-88","-81"
"38.0","8.0","-100","-100","-98","-97","-96","-78","-72","-81"
"38.0","8.0","-100","-100","-98","-97","-96","-77","-87","-80"
"38.0","8.0","-100","-100","-98","-97","-96","-77","-73","-80"
"38.0","8.0","-100","-100","-98","-97","-96","-77","-73","-80"
"38.0","8.0","-100","-100","-98","-97","-97","-77","-73","-94"
"38.0","8.0","-100","-100","-97","-97","-96","-88","-73","-80"
"38.0","8.0","-100","-100","-97","-97","-96","-88","-73","-94"
"38.0","8.0","-100","-100","-97","-97","-96","-88","-73","-81"
"38.0","8.0","-101","-99","-97","-97","-98","-88","-73","-81"
"38.0","8.0","-100","-99","-96","-97","-98","-88","-73","-81"
"38.0","8.0","-100","-99","-98","-101","-98","-79","-73","-81"
"38.0","8.0","-100","-99","-98","-101","-98","-84","-73","-80"
"38.0","8.0","-100","-99","-98","-101","-98","-77","-70","-93"
"38.0","8.0","-100","-99","-98","-101","-98","-75","-70","-93"
"38.0","8.0","-100","-99","-98","-99","-98","-83","-72","-93"
"38.0","8.0","-100","-101","-98","-99","-98","-83","-73","-91"
"38.0","8.0","-100","-101","-98","-96","-97","-83","-73","-80"
"38.0","8.0","-100","-101","-98","-102","-97","-83","-73","-80"
"38.0","8.0","-100","-103","-98","-102","-97","-83","-73","-80"
"38.0","8.0","-100","-103","-98","-102","-97","-83","-73","-80"
"38.0","8.0","-100","-103","-98","-102","-97","-83","-73","-80"
"38.0","8.0","-100","-103","-98","-102","-96","-83","-73","-80"
"38.0","8.0","-100","-103","-97","-102","-96","-83","-73","-80"
"38.0","8.0","-100","-103","-97","-102","-96","-88","-73","-80"
"38.0","8.0","-100","-103","-97","-102","-96","-88","-84","-80"
"38.0","8.0","-100","-103","-97","-102","-96","-88","-85","-80"
"38.0","8.0","-100","-103","-97","-101","-96","-78","-85","-80"
"38.0","8.0","-100","-103","-97","-101","-96","-78","-86","-80"
"38.0","8.0","-100","-103","-96","-99","-99","-78","-72","-92"
"38.0","8.0","-100","-99","-96","-98","-99","-79","-82","-80"
"38.0","8.0","-100","-97","-96","-98","-99","-79","-71","-91"
"38.0","8.0","-100","-97","-96","-98","-97","-80","-74","-91"
"38.0","8.0","-100","-98","-96","-98","-97","-80","-74","-79"
"38.0","8.0","-100","-99","-96","-98","-97","-80","-71","-79"
"38.0","8.0","-100","-99","-96","-98","-97","-80","-74","-91"
"38.0","8.0","-100","-99","-96","-99","-100","-80","-81","-91"
"38.0","8.0","-100","-99","-96","-99","-100","-79","-81","-90"
"38.0","8.0","-100","-99","-96","-99","-96","-85","-74","-90"
"38.0","8.0","-100","-99","-96","-100","-98","-79","-74","-90"
"38.0","8.0","-100","-99","-96","-100","-98","-78","-84","-80"
"38.0","8.0","-100","-99","-96","-100","-98","-78","-84","-91"
"38.0","8.0","-100","-99","-96","-96","-96","-78","-74","-91"
"38.0","8.0","-100","-99","-96","-96","-96","-77","-74","-91"
"38.0","8.0","-100","-99","-96","-96","-97","-77","-74","-91"
"38.0","8.0","-100","-100","-96","-96","-97","-77","-74","-91"
"38.0","8.0","-100","-100","-96","-96","-97","-77","-74","-81"
"38.0","8.0","-100","-100","-96","-96","-97","-78","-74","-81"
"38.0","8.0","-100","-100","-98","-96","-97","-78","-74","-81"
"38.0","8.0","-100","-100","-98","-101","-97","-78","-74","-81"
"38.0","8.0","-100","-98","-98","-101","-100","-78","-74","-81"
"38.0","8.0","-100","-98","-98","-101","-100","-78","-74","-92"
"38.0","8.0","-100","-98","-98","-101","-100","-78","-74","-80"
"38.0","8.0","-100","-100","-98","-101","-100","-78","-74","-80"
"38.0","8.0","-100","-100","-98","-101","-92","-78","-74","-79"
"38.0","8.0","-100","-100","-98","-101","-96","-78","-74","-79"
"38.0","8.0","-100","-100","-98","-101","-95","-78","-74","-79"
"38.0","8.0","-100","-100","-98","-101","-95","-76","-74","-92"
"38.0","8.0","-100","-100","-98","-101","-95","-76","-71","-92"
"38.0","8.0","-100","-99","-98","-100","-95","-76","-81","-94"
"38.0","8.0","-100","-99","-98","-100","-97","-78","-74","-94"
"38.0","8.0","-100","-102","-98","-100","-97","-78","-74","-94"
"38.0","8.0","-100","-102","-98","-100","-98","-76","-74","-80"
"38.0","8.0","-100","-102","-102","-100","-98","-76","-74","-80"
"42.0","8.0","100","100","-101","-98","-90","-81","-65","-89"
"42.0","8.0","100","100","-101","-98","-90","-81","-65","-87"
"42.0","8.0","100","100","-102","-98","-91","-81","-65","-87"
"42.0","8.0","100","100","-102","-98","-88","-81","-65","-87"
"42.0","8.0","100","100","-94","-98","-88","-81","-62","-87"
"42.0","8.0","100","100","-96","-98","-88","-81","-62","-87"
"42.0","8.0","100","100","-96","-98","-88","-81","-62","-97"
"42.0","8.0","100","100","-96","-98","-89","-81","-62","-97"
"42.0","8.0","100","100","-96","-98","-89","-80","-65","-97"
"42.0","8.0","100","100","-96","-95","-89","-80","-65","-97"
"42.0","8.0","100","100","-96","-98","-89","-80","-65","-97"
"42.0","8.0","100","100","-98","-98","-89","-80","-62","-97"
"42.0","8.0","100","100","-98","-98","-89","-79","-62","-97"
"42.0","8.0","100","100","-98","-98","-91","-79","-62","-97"
"42.0","8.0","100","100","-96","-98","-91","-79","-62","-97"
"42.0","8.0","100","100","-103","-98","-87","-79","-62","-97"
"42.0","8.0","100","100","-103","-94","-87","-96","-62","-90"
"42.0","8.0","100","100","-103","-94","-87","-96","-62","-90"
"42.0","8.0","100","100","-103","-94","-90","-96","-65","-86"
"42.0","8.0","100","100","-103","-94","-90","-94","-62","-86"
"42.0","8.0","100","100","-94","-94","-87","-94","-65","-86"
"42.0","8.0","100","100","-94","-94","-88","-94","-65","-94"
"42.0","8.0","100","100","-94","-94","-88","-94","-62","-94"
"42.0","8.0","100","100","-94","-94","-87","-94","-62","-94"
"42.0","8.0","100","100","-95","-94","-88","-95","-66","-94"
"42.0","8.0","100","100","-95","-94","-88","-95","-66","-87"
"42.0","8.0","100","100","-95","-94","-91","-77","-66","-97"
"42.0","8.0","100","100","-98","-92","-90","-87","-66","-97"
"42.0","8.0","100","100","-98","-92","-90","-87","-62","-97"
"42.0","8.0","100","100","-98","-91","-90","-79","-62","-97"
"42.0","8.0","100","100","-98","-91","-91","-80","-62","-93"
"42.0","8.0","100","100","-94","-91","-91","-80","-62","-93"
"42.0","8.0","100","100","-94","-97","-91","-80","-62","-93"
"42.0","8.0","100","100","-94","-92","-91","-80","-63","-93"
"42.0","8.0","100","100","-94","-92","-91","-90","-61","-93"
"42.0","8.0","100","100","-94","-92","-91","-90","-72","-100"
"42.0","8.0","100","100","-94","-94","-97","-90","-72","-100"
"42.0","8.0","100","100","-94","-101","-97","-90","-62","-100"
"42.0","8.0","100","100","-96","-101","-97","-90","-62","-100"
"42.0","8.0","100","100","-96","-101","-96","-90","-64","-100"
"42.0","8.0","100","100","-95","-91","-96","-90","-64","-87"
"42.0","8.0","100","100","-95","-94","-95","-90","-66","-87"
"42.0","8.0","100","100","-95","-90","-95","-80","-66","-87"
"42.0","8.0","100","100","-95","-90","-95","-80","-66","-87"
"42.0","8.0","100","100","-94","-95","-95","-80","-66","-87"
"42.0","8.0","100","100","-94","-95","-98","-88","-60","-87"
"42.0","8.0","100","100","-94","-95","-90","-88","-60","-101"
"42.0","8.0","100","100","-94","-95","-90","-88","-71","-101"
"42.0","8.0","100","100","-94","-95","-97","-92","-64","-101"
"42.0","8.0","100","100","-94","-95","-97","-92","-64","-101"
"42.0","8.0","100","100","-94","-95","-97","-92","-71","-86"
"42.0","8.0","100","100","-94","-95","-97","-80","-64","-86"
"42.0","8.0","100","100","-94","-92","-91","-80","-64","-86"
"42.0","8.0","100","100","-96","-92","-90","-80","-64","-86"
"42.0","8.0","100","100","-96","-92","-91","-80","-64","-86"
"42.0","8.0","100","100","-96","-92","-91","-80","-64","-86"
"42.0","8.0","100","100","-96","-92","-91","-80","-70","-86"
"42.0","8.0","100","100","-96","-92","-91","-80","-70","-87"
"42.0","8.0","100","100","-97","-92","-90","-80","-70","-87"
"42.0","8.0","100","100","-97","-95","-90","-91","-70","-87"
"42.0","8.0","100","100","-97","-95","-90","-91","-64","-87"
"42.0","8.0","100","100","-97","-95","-90","-91","-60","-87"
"42.0","8.0","100","100","-97","-95","-90","-81","-60","-99"
"42.0","8.0","100","100","-100","-95","-90","-81","-60","-87"
"42.0","8.0","100","100","-100","-95","-90","-81","-65","-95"
"42.0","8.0","100","100","-100","-90","-89","-81","-65","-95"
"42.0","8.0","100","100","-96","-90","-89","-81","-65","-95"
"42.0","8.0","100","100","-96","-90","-89","-83","-68","-94"
"42.0","8.0","100","100","-96","-89","-95","-83","-68","-94"
"42.0","8.0","100","100","-96","-97","-95","-83","-68","-94"
"42.0","8.0","100","100","-94","-97","-95","-83","-68","-94"
"42.0","8.0","100","100","-94","-89","-90","-83","-64","-98"
"42.0","8.0","100","100","-94","-89","-95","-83","-64","-98"
"42.0","8.0","100","100","-99","-89","-95","-83","-68","-87"
"42.0","8.0","100","100","-93","-92","-90","-83","-68","-87"
"42.0","8.0","100","100","-93","-92","-90","-93","-60","-87"
"42.0","8.0","100","100","-98","-92","-90","-93","-67","-87"
"42.0","8.0","100","100","-98","-92","-90","-81","-67","-88"
"42.0","8.0","100","100","-98","-90","-90","-81","-63","-88"
"42.0","8.0","100","100","-96","-90","-90","-90","-60","-88"
"42.0","8.0","100","100","-96","-90","-90","-86","-60","-90"
"42.0","8.0","100","100","-93","-93","-90","-86","-66","-90"
"42.0","8.0","100","100","-93","-93","-90","-86","-66","-93"
"42.0","8.0","100","100","-93","-93","-90","-82","-61","-93"
"42.0","8.0","100","100","-93","-93","-90","-91","-61","-93"
"42.0","8.0","100","100","-93","-93","-90","-91","-61","-93"
"42.0","8.0","100","100","-93","-93","-90","-91","-63","-93"
"42.0","8.0","100","100","-93","-93","-90","-91","-63","-93"
"42.0","8.0","100","100","-94","-93","-90","-91","-63","-93"
"42.0","8.0","100","100","-94","-93","-90","-90","-63","-89"
"42.0","8.0","100","100","-94","-93","-90","-90","-63","-89"
"42.0","8.0","100","100","-94","-93","-90","-90","-68","-89"
"42.0","8.0","100","100","-94","-94","-90","-90","-68","-89"
"42.0","8.0","100","100","-94","-94","-90","-82","-68","-89"
"42.0","8.0","100","100","-94","-98","-90","-82","-64","-89"
"42.0","8.0","100","100","-94","-98","-89","-82","-64","-89"
"42.0","8.0","100","100","-94","-98","-89","-80","-64","-89"
"42.0","8.0","100","100","-94","-98","-98","-80","-64","-89"
"42.0","8.0","100","100","-94","-98","-98","-85","-64","-100"
"42.0","8.0","100","100","-94","-92","-89","-85","-65","-100"
"42.0","8.0","100","100","-94","-98","-95","-85","-65","-100"
"42.0","8.0","100","100","-94","-98","-95","-85","-70","-100"
"42.0","8.0","100","100","-94","-96","-95","-82","-70","-100"
"42.0","8.0","100","100","-94","-92","-90","-82","-64","-94"
"42.0","8.0","100","100","-94","-92","-90","-92","-64","-88"
"42.0","8.0","100","100","-94","-97","-89","-92","-64","-88"
"42.0","8.0","100","100","-94","-97","-89","-80","-64","-88"
"42.0","8.0","100","100","-94","-97","-90","-80","-60","-92"
"42.0","8.0","100","100","-94","-95","-90","-94","-60","-88"
"42.0","8.0","100","100","-95","-95","-89","-94","-60","-88"
"42.0","8.0","100","100","-95","-91","-89","-81","-65","-92"
"42.0","8.0","100","100","-95","-91","-95","-93","-65","-92"
"42.0","8.0","100","100","-95","-91","-89","-93","-66","-92"
"42.0","8.0","100","100","-95","-95","-94","-94","-66","-92"
"42.0","8.0","100","100","-95","-95","-94","-94","-73","-90"
"42.0","8.0","100","100","-95","-95","-94","-82","-73","-90"
"42.0","8.0","100","100","-95","-96","-94","-82","-73","-90"
"42.0","8.0","100","100","-95","-96","-94","-82","-73","-100"
"42.0","8.0","100","100","-95","-96","-90","-82","-73","-100"
"42.0","8.0","100","100","-96","-96","-90","-82","-73","-100"
"42.0","8.0","100","100","-96","-96","-90","-82","-73","-90"
"42.0","8.0","100","100","-95","-96","-90","-82","-73","-90"
"42.0","8.0","100","100","-95","-96","-90","-82","-66","-90"
"42.0","8.0","100","100","-95","-96","-88","-82","-66","-90"
"42.0","8.0","100","100","-95","-96","-88","-82","-60","-90"
"42.0","8.0","100","100","-95","-94","-88","-82","-71","-90"
"42.0","8.0","100","100","-95","-94","-88","-82","-71","-90"
"42.0","8.0","100","100","-95","-93","-88","-82","-60","-90"
"42.0","8.0","100","100","-95","-94","-88","-82","-60","-90"
"42.0","8.0","100","100","-95","-90","-88","-82","-60","-100"
"42.0","8.0","100","100","-95","-99","-88","-82","-66","-100"
"42.0","8.0","100","100","-95","-99","-86","-87","-66","-100"
"42.0","8.0","100","100","-95","-88","-87","-87","-72","-100"
"42.0","8.0","100","100","-95","-88","-87","-87","-72","-100"
"42.0","8.0","100","100","-95","-88","-92","-87","-72","-86"
"42.0","8.0","100","100","-96","-88","-86","-87","-60","-86"
"42.0","8.0","100","100","-96","-88","-86","-87","-72","-86"
"42.0","8.0","100","100","-96","-88","-93","-87","-72","-86"
"42.0","8.0","100","100","-96","-88","-86","-97","-72","-86"
"42.0","8.0","100","100","-96","-91","-86","-86","-72","-86"
"42.0","8.0","100","100","-96","-91","-92","-86","-66","-86"
"42.0","8.0","100","100","-96","-91","-92","-86","-66","-85"
"42.0","8.0","100","100","-96","-91","-88","-86","-70","-85"
"42.0","8.0","100","100","-96","-90","-95","-86","-70","-85"
"42.0","8.0","100","100","-96","-90","-95","-86","-67","-97"
"42.0","8.0","100","100","-96","-90","-95","-86","-70","-97"
"42.0","8.0","100","100","-96","-90","-95","-86","-70","-86"
"42.0","8.0","100","100","-96","-90","-95","-86","-70","-86"
"42.0","8.0","100","100","-96","-90","-89","-86","-70","-86"
"42.0","8.0","100","100","-96","-90","-89","-86","-70","-86"
"42.0","12.0","100","-99","-89","100","-93","-78","-87","-78"
"42.0","12.0","100","-99","-89","100","-93","-78","-87","-77"
"42.0","12.0","100","-99","-97","100","-100","-78","-76","-77"
"42.0","12.0","100","-99","-97","100","-94","-76","-76","-77"
"42.0","12.0","100","-99","-90","100","-94","-76","-86","-77"
"42.0","12.0","100","-99","-91","100","-94","-76","-86","-77"
"42.0","12.0","100","-99","-98","100","-94","-76","-86","-77"
"42.0","12.0","100","-99","-92","100","-94","-76","-86","-77"
"42.0","12.0","100","-99","-91","100","-94","-76","-86","-77"
"42.0","12.0","100","-99","-91","100","-94","-76","-86","-76"
"42.0","12.0","100","-99","-91","100","-98","-76","-86","-76"
"42.0","12.0","100","-99","-91","100","-98","-79","-87","-76"
"42.0","12.0","100","-99","-90","100","-98","-79","-87","-78"
"42.0","12.0","100","-99","-90","100","-98","-79","-86","-78"
"42.0","12.0","100","-99","-90","100","-96","-79","-86","-78"
"42.0","12.0","100","-99","-90","100","-94","-79","-86","-78"
"42.0","12.0","100","-99","-90","100","-96","-79","-86","-78"
"42.0","12.0","100","-99","-90","100","-95","-79","-86","-78"
"42.0","12.0","100","-99","-89","100","-95","-79","-86","-77"
"42.0","12.0","100","-99","-89","100","-95","-82","-86","-76"
"42.0","12.0","100","-99","-89","100","-95","-82","-83","-76"
"42.0","12.0","100","-99","-99","100","-102","-78","-83","-79"
"42.0","12.0","100","-99","-99","100","-95","-78","-83","-79"
"42.0","12.0","100","-99","-92","100","-95","-82","-83","-79"
"42.0","12.0","100","-99","-92","100","-95","-82","-83","-81"
"42.0","12.0","100","-99","-92","100","-95","-82","-83","-80"
"42.0","12.0","100","-99","-89","100","-94","-82","-84","-80"
"42.0","12.0","100","-99","-94","100","-94","-83","-84","-80"
"42.0","12.0","100","-99","-94","100","-94","-83","-91","-80"
"42.0","12.0","100","-99","-97","100","-94","-83","-91","-80"
"42.0","12.0","100","-99","-88","100","-94","-83","-96","-80"
"42.0","12.0","100","-99","-88","100","-94","-83","-96","-95"
"42.0","12.0","100","-99","-96","100","-100","-78","-84","-95"
"42.0","12.0","100","-99","-96","100","-100","-78","-84","-80"
"42.0","12.0","100","-99","-96","100","-100","-78","-95","-78"
"42.0","12.0","100","-99","-96","100","-100","-78","-90","-94"
"42.0","12.0","100","-99","-96","100","-98","-85","-90","-94"
"42.0","12.0","100","-99","-96","100","-98","-85","-92","-94"
"42.0","12.0","100","-99","-96","100","-98","-85","-87","-94"
"42.0","12.0","100","-99","-94","100","-98","-86","-87","-81"
"42.0","12.0","100","-99","-94","100","-98","-86","-90","-81"
"42.0","12.0","100","-99","-94","100","-98","-86","-88","-81"
"42.0","12.0","100","-99","-94","100","-96","-86","-88","-81"
"42.0","12.0","100","-99","-92","100","-96","-83","-88","-81"
"42.0","12.0","100","-99","-92","100","-96","-83","-88","-81"
"42.0","12.0","100","-99","-92","100","-96","-83","-90","-81"
"42.0","12.0","100","-99","-92","100","-96","-80","-90","-81"
"42.0","12.0","100","-99","-92","100","-98","-80","-86","-81"
"42.0","12.0","100","-99","-92","100","-97","-80","-86","-81"
"42.0","12.0","100","-99","-90","100","-97","-80","-86","-80"
"42.0","12.0","100","-99","-98","100","-96","-87","-92","-79"
"42.0","12.0","100","-99","-93","100","-96","-87","-86","-79"
"42.0","12.0","100","-99","-97","100","-96","-87","-86","-80"
"42.0","12.0","100","-99","-97","100","-96","-87","-86","-92"
"42.0","12.0","100","-99","-97","100","-96","-87","-86","-92"
"42.0","12.0","100","-99","-97","100","-96","-83","-86","-92"
"42.0","12.0","100","-99","-97","100","-90","-83","-95","-93"
"42.0","12.0","100","-99","-98","100","-94","-83","-95","-93"
"42.0","12.0","100","-99","-89","100","-94","-83","-85","-93"
"42.0","12.0","100","100","-89","100","-94","-83","-95","-93"
"42.0","12.0","100","100","-93","100","-94","-83","-95","-82"
"42.0","12.0","-100","100","-89","100","-94","-83","-91","-82"
"42.0","12.0","-100","100","-98","100","-94","-83","-85","-82"
"42.0","12.0","-100","100","-89","100","-94","-83","-99","-82"
"42.0","12.0","-100","100","-89","100","-93","-82","-99","-82"
"42.0","12.0","-100","100","-96","100","-93","-82","-99","-81"
"42.0","12.0","-100","100","-96","100","-101","-82","-99","-81"
"42.0","12.0","-100","100","-96","100","-101","-82","-99","-96"
"42.0","12.0","-100","100","-96","100","-101","-82","-87","-96"
"42.0","12.0","-100","100","-96","100","-101","-79","-87","-96"
"42.0","12.0","-100","100","-96","100","-90","-79","-87","-96"
"42.0","12.0","-100","100","-98","100","-90","-79","-87","-96"
"42.0","12.0","-100","100","-98","100","-90","-84","-87","-96"
"42.0","12.0","-100","100","-98","100","-88","-84","-87","-96"
"42.0","12.0","-100","100","-98","100","-88","-84","-87","-77"
"42.0","12.0","-100","100","-92","100","-88","-84","-87","-77"
"42.0","12.0","-100","100","-92","100","-88","-84","-94","-77"
"42.0","12.0","-100","100","-92","100","-88","-84","-94","-79"
"42.0","12.0","-100","100","-98","100","-88","-84","-94","-79"
"42.0","12.0","-100","100","-90","100","-88","-84","-94","-79"
"42.0","12.0","-100","100","-90","100","-88","-84","-84","-79"
"42.0","12.0","-100","100","-90","100","-90","-85","-84","-80"
"42.0","12.0","-100","100","-90","100","-90","-85","-83","-80"
"42.0","12.0","-100","100","-90","100","-90","-85","-83","-80"
"42.0","12.0","-100","100","-89","100","-99","-85","-83","-80"
"42.0","12.0","-100","100","-89","100","-99","-79","-84","-80"
"42.0","12.0","-100","100","-89","100","-88","-79","-84","-80"
"42.0","12.0","-100","100","-89","100","-87","-82","-91","-80"
"42.0","12.0","-100","100","-89","100","-87","-82","-91","-98"
"42.0","12.0","-100","100","-101","100","-92","-85","-83","-100"
"42.0","12.0","-100","100","-91","100","-92","-85","-83","-100"
"42.0","12.0","-100","100","-91","100","-87","-85","-83","-80"
"42.0","12.0","-100","100","-88","100","-92","-84","-83","-80"
"42.0","12.0","-100","100","-88","100","-92","-84","-88","-99"
"42.0","12.0","-100","100","-88","100","-92","-82","-88","-99"
"42.0","12.0","-100","100","-88","100","-92","-82","-88","-82"
"42.0","12.0","-100","100","-88","100","-98","-82","-84","-82"
"42.0","12.0","-100","100","-88","100","-95","-82","-84","-82"
"42.0","12.0","-100","100","-88","100","-95","-82","-89","-82"
"42.0","12.0","-100","100","-88","100","-95","-82","-89","-82"
"42.0","12.0","-100","100","-88","100","-95","-82","-89","-102"
"42.0","12.0","-100","100","-88","100","-95","-82","-89","-102"
"42.0","12.0","-100","100","-88","100","-95","-82","-90","-102"
"42.0","12.0","-100","100","-98","100","-95","-82","-90","-102"
"42.0","12.0","-100","100","-98","100","-94","-82","-90","-79"
"42.0","12.0","-100","100","-98","100","-95","-82","-90","-79"
"42.0","12.0","-100","100","-98","100","-89","-81","-90","-79"
"42.0","12.0","-100","100","-98","100","-94","-81","-90","-77"
"42.0","12.0","-100","100","-98","100","-94","-81","-98","-77"
"42.0","12.0","-100","100","-98","100","-93","-81","-90","-77"
"42.0","12.0","-100","100","-93","100","-89","-78","-90","-77"
"42.0","12.0","-100","100","-93","100","-89","-78","-96","-77"
"42.0","12.0","-100","100","-90","100","-93","-78","-90","-77"
"42.0","12.0","-100","100","-90","100","-93","-78","-85","-77"
"42.0","12.0","-100","100","-97","100","-93","-78","-85","-77"
"42.0","12.0","-100","100","-97","100","-93","-78","-94","-96"
"42.0","12.0","-100","100","-98","100","-94","-82","-94","-102"
"42.0","12.0","-100","100","-98","100","-87","-82","-94","-102"
"42.0","12.0","-100","100","-97","100","-87","-82","-85","-77"
"42.0","12.0","-100","100","-97","100","-87","-82","-85","-77"
"42.0","12.0","-100","100","-97","100","-88","-82","-85","-77"
"42.0","12.0","-100","100","-98","100","-88","-86","-85","-77"
"42.0","12.0","-100","100","-98","100","-94","-86","-85","-77"
"42.0","12.0","-100","100","-98","100","-88","-86","-90","-78"
"42.0","12.0","-100","100","-98","100","-93","-82","-86","-77"
"42.0","12.0","-100","100","-98","100","-93","-85","-86","-77"
"42.0","12.0","-100","100","-98","100","-93","-79","-86","-77"
"42.0","12.0","-100","100","-98","100","-95","-79","-86","-77"
"42.0","12.0","-100","100","-90","100","-95","-79","-86","-78"
"42.0","12.0","-100","100","-90","100","-95","-79","-85","-79"
"42.0","12.0","-100","100","-90","100","-95","-79","-85","-79"
"42.0","12.0","-100","100","-97","100","-95","-79","-85","-79"
"42.0","12.0","-100","100","-97","100","-92","-85","-85","-79"
"42.0","12.0","-100","100","-97","100","-92","-85","-91","-78"
"42.0","12.0","-100","100","-97","100","-88","-82","-91","-102"
"42.0","12.0","-100","100","-97","100","-88","-82","-95","-79"
"42.0","12.0","-100","100","-97","100","-88","-81","-91","-79"
"42.0","12.0","-100","100","-89","100","-88","-81","-84","-79"
"42.0","12.0","-100","100","-89","100","-94","-81","-94","-79"
"42.0","12.0","-100","100","-89","100","-87","-81","-94","-79"
"42.0","12.0","-100","100","-89","100","-92","-78","-94","-79"
"42.0","12.0","-100","100","-89","100","-92","-78","-95","-79"
"42.0","12.0","-100","100","-89","100","-92","-78","-95","-78"
"42.0","12.0","-100","100","-89","100","-88","-78","-95","-77"
"42.0","12.0","-100","100","-89","100","-88","-82","-86","-77"
"42.0","12.0","-100","100","-92","100","-96","-82","-86","-76"
"42.0","12.0","-100","100","-100","100","-96","-78","-85","-76"
"42.0","12.0","-100","100","-90","100","-96","-78","-94","-76"
"42.0","12.0","100","100","-90","100","-95","-78","-94","-79"
"42.0","12.0","100","100","-90","100","-95","-78","-94","-79"
"38.0","12.0","-103","-96","-91","-101","-86","-79","-74","-86"
"38.0","12.0","-103","-96","-91","-101","-93","-82","-82","-86"
"38.0","12.0","-103","-100","-91","-101","-86","-82","-82","-86"
"38.0","12.0","-103","-100","-91","-101","-86","-82","-82","-78"
"38.0","12.0","-103","-100","-91","-101","-86","-76","-82","-78"
"38.0","12.0","-103","-100","-100","-101","-93","-76","-82","-81"
"38.0","12.0","-103","-100","-100","-101","-92","-79","-74","-81"
"38.0","12.0","-103","-97","-100","-101","-90","-79","-81","-87"
"38.0","12.0","-103","-97","-100","-101","-90","-81","-81","-87"
"38.0","12.0","-103","-102","-100","-101","-90","-81","-81","-87"
"38.0","12.0","-103","-102","-94","-101","-90","-82","-81","-87"
"38.0","12.0","-103","-102","-91","-101","-90","-82","-81","-87"
"38.0","12.0","-103","-102","-91","-101","-90","-79","-81","-87"
"38.0","12.0","-103","-102","-91","-101","-90","-82","-81","-87"
"38.0","12.0","-103","-102","-91","-101","-90","-82","-81","-86"
"38.0","12.0","-103","-102","-91","-101","-90","-82","-82","-86"
"38.0","12.0","-103","-102","-91","-100","-90","-78","-82","-86"
"38.0","12.0","-103","-97","-91","-100","-90","-78","-82","-88"
"38.0","12.0","-103","-97","-96","-100","-85","-78","-82","-88"
"38.0","12.0","-103","-97","-90","-100","-85","-79","-82","-80"
"38.0","12.0","-103","-97","-95","-100","-85","-79","-85","-88"
"38.0","12.0","-103","-97","-95","-100","-87","-78","-85","-88"
"38.0","12.0","-100","-97","-95","-100","-85","-78","-85","-80"
"38.0","12.0","-100","-97","-100","-100","-85","-78","-85","-87"
"38.0","12.0","-100","-97","-100","-100","-86","-78","-85","-87"
"38.0","12.0","-100","-99","-92","-100","-86","-78","-85","-87"
"38.0","12.0","-100","-99","-101","-100","-92","-78","-84","-87"
"38.0","12.0","-99","-99","-101","-100","-92","-79","-84","-87"
"38.0","12.0","-99","-99","-101","-100","-92","-81","-74","-87"
"38.0","12.0","-99","-99","-101","-100","-92","-81","-74","-82"
"38.0","12.0","-100","-99","-101","-100","-90","-78","-74","-82"
"38.0","12.0","-100","-99","-94","-100","-88","-78","-82","-82"
"38.0","12.0","-100","-99","-95","-100","-84","-80","-74","-82"
"38.0","12.0","-100","-97","-95","-95","-84","-80","-74","-82"
"38.0","12.0","-100","-97","-95","-99","-84","-78","-74","-80"
"38.0","12.0","-100","-97","-95","-99","-84","-78","-75","-80"
"38.0","12.0","-100","-97","-95","-99","-84","-78","-75","-80"
"38.0","12.0","-100","-97","-95","-97","-84","-81","-75","-80"
"38.0","12.0","-101","-97","-97","-97","-84","-81","-75","-79"
"38.0","12.0","-101","-100","-97","-97","-84","-81","-75","-79"
"38.0","12.0","-101","-100","-97","-97","-84","-81","-75","-79"
"38.0","12.0","-101","-100","-97","-97","-84","-81","-75","-79"
"38.0","12.0","-101","-100","-97","-97","-84","-81","-75","-79"
"38.0","12.0","-101","-100","-97","-97","-84","-78","-75","-79"
"38.0","12.0","-102","-100","-97","-97","-84","-78","-75","-79"
"38.0","12.0","-102","-100","-97","-97","-84","-79","-75","-80"
"38.0","12.0","-102","-99","-97","-97","-88","-78","-75","-83"
"38.0","12.0","-98","-99","-97","-97","-88","-78","-75","-83"
"38.0","12.0","-98","-96","-94","-95","-88","-78","-75","-83"
"38.0","12.0","-100","-95","-94","-95","-88","-78","-81","-83"
